,book_title,sent_spoil,sentence
66037,"Another Day (Every Day, #2)",0,"Sure there are a few new things we learn, but overall I would have been happy with just one book."
228957,Preludes & Nocturnes (The Sandman #1),0,I shouldve read this before
10307,"Legend (Legend, #1)",0,It was completely insta-love.
209655,"The Ship of the Dead (Magnus Chase and the Gods of Asgard, #3)",0,"This book is chock full of crazy shenanigans, hilarious moments, and lots of confusing Norse names."
33520,"The Darkest Minds (The Darkest Minds, #1)",0,Be cunning and full of tricks and your people shall never be destroyed.
10690,Turtles All the Way Down,0,"But, mostly it's because people are more aware of mental health and how it can affect them physically."
175945,"The Strain, Volume 1",1,However his goals are not very clear.
170937,"Jezebel (Jezebel, #1)",0,K. LARSEN.
251673,"Attack on Titan, Vol. 9 (Attack on Titan, #9)",0,Twist after twist and it still remains believable because everything is well constructed.
138025,"Dark Mafia Prince (A Dangerous Royals Romance, #1)",0,"Annika Martin delivers a no holds barred mafia romantic suspense novel that grips readers to the core as she unleashes a raw, unfiltered, suspenseful, and calculating mafia love story."
65044,"The Rosie Project (Don Tillman, #1)",0,"He recognizes his inability to decipher social cues, but just figures he's wired differently."
245392,"Wild Man (Dream Man, #2)",0,I loved how open Tess was and how she didn't play games.
219163,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",0,"I was thinking about giving this book one star, without a second thought, since it reminded me of horror that was Red Queen."
168699,"Own the Wind (Chaos, #1)",0,~ There's nothing new to see here.
40141,"Something Like Summer (Something Like, #1)",0,This is a book about a first love that lingers.
290434,Love You So Hard,0,I really liked this one!
144264,Two and Twenty Dark Tales: Dark Retellings of Mother Goose Rhymes,0,Those Who Whisper
162686,Les Misérables,0,"The characters fall into the latter category (Gavroche, Enjolras, and Javert as a villain were my favorites)."
249631,"Little Knife (The Grisha, #2.6)",0,"No problem, we'll just rebuild."
53464,Dangerous,0,"There are spaceships, superheroes, and a simmering romance."
248902,"Unite Me (Shatter Me, #1.5, #2.5)",0,I sort of regret it because that took away the excitement from reading the rest of it.
129340,Just Listen,0,"I enjoyed this one, but not as much as This Lullaby."
106171,"Spellbound (Spellbound, #1)",0,"I'm excited to see what Shultz creates next, I'm just hoping that her editor does a better job and that her publisher has a better final product to sell."
170226,All the Light We Cannot See,0,(Which was kind of disappointing)
226033,1Q84 (1Q84 #1-3),0,"Now it's about 20 years later and they are trying to find each other again, but they're both mixed up in something that puts them in danger."
161278,"Unearthly (Unearthly, #1)",0,"Once I got into this book, I found that I could not stop reading."
134861,"Switch (New World, #1)",0,She can easily tell what someone will do before they do it!
107610,"Hopeless (Hopeless, #1)",0,Beautiful and heartbreaking story.
11704,"This World We Live In (Last Survivors, #3)",0,"There are complicated romances, unflinching desires, and demoralizing fights."
128130,"Seeker (Seeker, #1)",0,"Of course, even the best characters need a story and they each have their own."
251462,"The Last Policeman (The Last Policeman, #1)",0,And the mystery grabbed me.
288890,Playing With Fire (Silver Dragons #1),0,I also enjoyed Savian character - the thief taker who was chasing May for the Otherworld reward.
289561,The Immortal Life of Henrietta Lacks,0,"At first it sounds like the pharmaceutical companies, whom I do believe are the embodiment of all evil, nefariously plotted to steal this woman's cells."
291682,The Moon is a Harsh Mistress,0,He/she always gets me in the feels.
130991,"Undead and Unappreciated (Undead, #3)",0,I. FREAKING.
291026,The Grownup,0,"Martin), it has enough punch to stay with you."
14279,"Devil May Cry (Dark-Hunter, #11)",0,Devil May Cry is Sin & Kat's story.
144545,A Million Junes,0,"For example, I didn't quite understand June's mom and stepdad's hatred/suspicion of Saul... even when June's mom explained it, I had to give the book a hard side eye."
196998,The Witches,0,Young Readers Choice 1986
74332,Sparks Rise (The Darkest Minds #2.5),0,I am such a light-weight.
37023,"Sweet Peril (Sweet, #2)",0,I find that the fad of making weak and unsensible female characters seems to dominate YA these days a little distressing.
235478,"The Rules (Project Paper Doll, #1)",0,It was enjoyable.
211673,Animal Farm,0,This book heavily plays on your thoughts and really makes you question what it is to be human and what makes us different from animals.
282223,"Beastly (Beastly, #1; Kendra Chronicles, #1)",0,"The further removed he becomes from his old life, the better person he becomes."
85714,Departure,0,"So, please take your seat, fasten your seat belts, stow your baggage, and get ready for a bumpy flight that you'll remember for years to come."
174902,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",0,"Interesting book and I liked it, even if it's a bit outside of my usual reading fare."
139708,"Dead Sexy Dragon (Dragon Heat, #1)",0,"Cora's brother passed away and the only person to gain protection from would be Stig, her heart swooning crush."
34456,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",0,How shocking!
299787,Fortune's Pawn (Paradox #1),0,"It reads more like an urban fantasy with a sci-fi setting, but without the typical obnoxious, hulking, alpha male love interests (Well...maybe?"
148293,State of Wonder,0,One thing that really impressed me was Patchett's discretion -- her restraint.
225155,Swamplandia!,0,I also enjoyed how Ms Russell wrote Kiwi's time in the World Of Darkness.
10827,Final Girls,0,I received a copy of this book from NetGalley for an honest review.
194641,"The Taking (The Taking, #1)",0,(Tyler)
109206,"City of Lost Souls (The Mortal Instruments, #5)",0,Clary is getting pretty badass.
235100,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",0,"I'm sure most readers will agree that ACOMAF was the best book out of the trilogy, yet this was still a decent ending all things considered."
18206,"Cinder (The Lunar Chronicles, #1)",0,"Fairytales - everyone knows them - the beautiful damsel in distress, the heroic young champion who saves her."
37123,"Frostbite (Vampire Academy, #2)",0,"But yes, back to serious business."
91849,"It Happened One Wedding (FBI/US Attorney, #5)",0,Can't wait to read the book as soon as its released.
163883,Ten Things We Did,0,"The morals were sort of lost on me toward the end of the book, because they aren't lessons for me to learn."
150815,"Knight (Unfinished Hero, #1)",0,And I know that this is a shorter novel than Ms.
240180,Word Play,0,"Great first read by this author - amazing writing, characters, humour with an added touch of Steamy and a sweet romantic Epilogue."
95602,Northanger Abbey,0,"It is yet another slap on my wrist, admonishing me for being critical of something I've never experienced."
119953,"Masque of the Red Death (Masque of the Red Death, #1)",0,I think the real issue here is that it just wasn't for me.
68571,"Rivers of London (Peter Grant, #1)",0,"I think it's between 3,5 and 4 stars, but I don't really feel like giving it the actual 4 stars at this moment."
266451,"Gabriel's Redemption (Gabriel's Inferno, #3)",0,"I just love you."""
148869,"Pride Mates (Shifters Unbound, #1)",0,Review to come.
138403,"The Laughter of Dead Kings (Vicky Bliss, #6)",0,"First off, there was Schmidt."
126729,"The Raven Boys (The Raven Cycle, #1)",0,"But just like KFC, I can't keep away from Maggie Stiefvater."
116260,"Under Wildwood (Wildwood Chronicles, #2)",0,"Thankfully, he let that go until the last chapter.... where it actually gelled better with the story.... which weirdly ended with a The End."
20364,"The Raven Boys (The Raven Cycle, #1)",0,You know those books that you read as fast as possible just to finish it?
221247,Nothing to Envy: Ordinary Lives in North Korea,0,"However, there was a huge difference between Xinran's fluid, engaging writing and this book."
128330,"Shards of Hope (Psy-Changeling, #14)",0,Series: Psy/Changeling
47176,The Girl For Me,1,It's not something that authors working an m/m audience really pay much attention to.
233183,"The Edge of Always (The Edge of Never, #2)",0,Istyria book blog ~ B's world of enchanted books
60247,"Rocky Mountain Heat (Six Pack Ranch, #1)",0,I'm just a sucker for a damaged hero.
110901,He Will Be My Ruin,0,"She managed to keep the suspense going, and I was seriously out of breath several times, especially when Maggie was starting to have a panic attack."
133366,"Legacy (Legacy, #1)",0,"Random: Although the cover is cute, I'm completely thrown off by it after reading the book."
254875,"The Countess Conspiracy (Brothers Sinister, #3)",0,"It's Milan, though, so all the books are going to have great scenes and pithy, amusing banter."
94653,Grayson's Vow,0,Because in love THERE is truth.
245231,The Wild Girl,0,"But then again, there wouldn't be much of a story to tell right?"
166206,"A Memory of Light (Wheel of Time, #14)",0,The scene was THAT GOOD.)
47415,Her Smoke Rose Up Forever,0,"She's tougher-minded than the rest of us, less vain, less sentimental."
278071,"Clockwork Angel (The Infernal Devices, #1)",0,And I'm not ashamed.
225108,Fever Dream,0,The same maternal instinct shows in Amanda with her 'rescue distance' thing.
237281,"Lead (Stage Dive, #3)",0,One to never give up.
217521,"A Long, Long Sleep (UniCorp #1)",0,"The last half began to pick up, and the last quarter was much better than the rest of the book."
277793,"Breathe (Breathe, #1)",0,How she fights for what she believes in even though it goes against the rebel rules.
246170,Every Soul a Star,0,I really rooted for all the characters.
105876,"Crushed (The Witch-Game, #1)",0,What I gathered as a child from Halloween and Hollywood?
71014,"Fruits Basket, Vol. 1",0,But then... I opened it.
12943,"One with You (Crossfire, #5)",0,The series that got me out of my reading slump.. AHHH~
82691,Timeline,0,So similar in fact I wondered in passing if Crichton read it too.
39228,Some Girls Are,0,"As I said before, this book is intense."
42707,Babayaga,0,We learn his vulnerabilities as a man as he experiences his vulnerabilities as a flea.
207637,"The Winner's Crime (The Winner's Trilogy, #2)",0,4.5 stars
75018,It Ends with Us,0,You won't regret it.
33027,"Glitch (Glitch, #1)",0,"However, there are definitely a few twists, and for the most part, I loved trying to figure out what would happen, what was really going on with the Community."
247857,Reality Boy,0,"Of course, you've felt this too!"
65565,The Corrections,0,"The youngest, a daughter, is a sucessful chef, but struggles to find out her sexual orientation."
278315,"Dwellers of Darkness (Darkness, #3)",0,"With good reason, but mad is an understatement."
201376,"When Beauty Tamed the Beast (Fairy Tales, #2)",0,"This isn't life, it is a fucking historical romance."
56545,"Rat Queens, Vol. 2: The Far Reaching Tentacles of N'rygoth",0,So excited for the next volume.
161784,"Hunter (Hunter, #1)",0,review to come
211513,"Sweet Dreams (Colorado Mountain, #2)",0,"So Lauren who is our protagonist in this story is pretty, cool (I mean she's no Nina, but still she has her moments), but even cooler than her is her really really mean, short-fused, dirty-mouthed mountain man Tatum Jackson, and let me tell you his mouth puts all the men of the Hot Bunch (from the Rock Chick Series) to shame."
281334,Fragile Line,0,"Overall, this story was beautiful and heartbreaking."
249331,"With Every Heartbeat (Forbidden Men, #4)",0,I loved him and Zoey together and felt like they truly belonged together but I totally hated the epilogue....I wanted more of a glimpse into their future.
20761,Roses and Rot,0,Even taking my bias into consideration though this book was phenomenal.
22094,The Sweetest Spell,0,I really wanted to eat chocolate after reading this book...
293033,"Hunted (The Iron Druid Chronicles, #6)",0,"Many questions to be answered, many hidden agendas to be revealed, many more excellent lines to be uttered by the awesomeness that is Oberon, the wolfhound!"
224492,Dare Me,0,It's sad that it's not entirely successful though.
1603,"Reliquary (Reliquary, #1)",0,"Yes, there's a bit of a triangle here with Mattie's fiance Ben, and his brother Asa who looped Mattie into helping him in this magic underground world in exchange for his help finding Ben...BUT I didn't mind the triangle, as I think it's pretty clear where it is headed."
113093,"Cold Shot (Chesapeake Valor, #1)",0,#1 Chesapeake Valor
179748,Forbidden,0,I expected to shed tears while reading this book and it only happened once.
274040,"One Night with a Hero (The Hero, #2)",0,"I can never get enough of Brazen books, they always make m emotions go up and down."
47846,"Magic Bites (Kate Daniels, #1)",0,Like the last 50 pages.... but it did get better.
82594,Catching Jordan,0,Believe.
43739,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",0,It's sprawling and expansive and builds a massive world I want to know everything about.
29528,"The Mists of Avalon (Avalon, #1)",0,I'm going to tear through this series.
34435,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",0,The imagery in this book was phenomenal.
60264,"The Treatment (The Program, #2)",0,It wasn't quite as bad though as some of the events were quite interesting.
156422,Wink Poppy Midnight,0,I didn't get the obsessive toadying and desire to please Poppy at all costs.
267132,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",0,That's basically all that I can say.
110124,"The Wonderful Wizard of Oz (Oz, #1)",0,"The movie is better, in my opinion."
258955,The Dog Stars,0,Part of this book left me with big tear stains all over my reading glasses.
295104,"The Devil in Disguise (Bad Things, #1)",1,Evil has always had a human face.
239041,"The Girl of Fire and Thorns (Fire and Thorns, #1)",0,As well as the pacing.
139906,"Siren's Call (Rainshadow, #4; Ghost Hunters, #12)",0,But the books just wouldn't be the same without the dust bunnies.
211228,"The Blade Itself (The First Law, #1)",0,"I don't want to insult anyone who likes it - thank god there are different tastes in books, or they'd all be the same!"
229735,"Throne of Glass (Throne of Glass, #1)",0,This can be a good thing and a bad thing.
196972,"Everneath (Everneath, #1)",0,I wanted to read this for a long time.
247968,"Deep Redemption (Hades Hangmen, #4)",0,I think it's virtually impossible for me to rate any book in this series less than 5 stars!!
68344,"Out of Sight, Out of Time (Gallagher Girls, #5)",0,(And you totally will be too!)
258391,"The Dark Days Club (Lady Helen, #1)",0,"Lady Helen is a vivacious, formidable heroine."
126186,"Independence (Significance, #4)",0,"I also liked the happy ending, the epilogue was cute."
187927,The Headmaster,0,Cover: 4 stars
39260,The Last Child,0,"With his family shattered, all Johnny has to cling to is the hope finding his twin."
100012,The Snow Child,0,"Read this with hot tea and a blanket -- the cold and isolation of Northern Canada run all through it, making the moments of warmth blaze all the more vividly."
96740,"Prisoner of Night and Fog (Prisoner of Night and Fog, #1)",0,"Gretchen trust and admires Hitler, whom she calls ""Uncle Dolf,"" and he dotes equally on her."
128456,"Jake Undone (Jake, #1)",0,"I struggled a bit with exactly how I felt after reading this book, and I had to spend some time having a good old ponder."
162871,"Black Bird, Vol. 02 (Black Bird, #2)",1,Downside: Kyo seems to be more.....  aggressive and controlling.
250759,"Zeroes (Zeroes, #1)",0,But I'd never really thought before about what it would be like to not be able to turn this power off.
177380,"Wither (The Chemical Garden, #1)",0,This book is CERTAINLY for older ages.
14084,My Name Is Rapunzel,0,And the dragon!
268209,Ready Player One,0,"The whole idea behind the fortune and finding the keys to get this fortune had me intrigued, and as the story progresses and names a lot of the games I used to play when I was younger I was drawn in even more."
65570,The Corrections,0,the PLUSes: ...
288932,"The Viscount Who Loved Me (Bridgertons, #2)",0,"Not just on Anthony's part, but also for Kate Sheffield."
101199,"Someone to Hold (Westcott, #2)",0,"At face value, it would be easy to empathize with that, but she was such a horrible, snobbish brat to her new sister, it was hard to wish anything for her except a raging case of diarrhea."
210329,"Firelight (Firelight, #1)",0,"Jordan's world-building was sparkling and well-done; she paints pictures of the draki world with her words, and I completely envisioned the Pride's town, enshrouded in the mist that contains it from wandering human eyes, and the wheel-shape of the streets that lead to the town center."
249850,"Passion (Fallen, #3)",0,"So if she killed it in the past, how is it possible that she still would be well and alive AND the same person in the future (with the minor detail of not remembering Daniel)?"
266611,Fin & Matt,0,"In fact, it sort of pi**ed me off, and not in that literary, thought-provoking way."
266865,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",0,"It reminded me a lot of The Child Thief, by Brom in content and tone, and that's a good thing as that's one of my favorite books of all time."
21844,"Illuminae (The Illuminae Files, #1)",0,The dialogue is so dumbed down and unprofessional that parts of it are hard to stomach.
173519,"Tiger's Destiny (The Tiger Saga, #4)",0,My reasoning above is absolute poppycock and I AM SO EMOTIONAL DISTRAUGHT RIGHT NOW!!
285221,The Language of Flowers,0,"All in all, I would say I enjoyed the book, though not as much as I hoped to."
8106,Jade Dragon Mountain (Li Du Novels #1),0,He stops in Dayan where his cousin is the magistrate as prepares to leave China for the last time.
259999,"Play With Me (Grover Beach Team, #1)",0,"I only wish we would get more background about him, and more scenes where he's at least half naked wink**."
87290,"A Discovery of Witches (All Souls Trilogy, #1)",0,"(Oh, and ditto for vampire-brother.)"
271423,Nothing Daunted: The Unexpected Education of Two Society Girls in the West,0,"And, more than that, I didn't feel like the year was important to these characters as I was told it was."
170922,"Jezebel (Jezebel, #1)",0,What did I just read?!!
263917,Chameleon,0,The only slightly less perfect thing about this book would be the ending.
47276,"#Poser (Hashtag, #5)",0,I really enjoyed her in this book.
156603,Possession,0,I find self-consciously artistic prose like this very wearing.
63248,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,0,"I am not a big fan of the main character, but his function as an observer and narrator of the family works very well."
289702,Pretty Girls,0,11:30 PM: Karin Slaughter sleeps like a baby.
14526,Word Play,0,So I expressed to her that she really needed to share this - just a review by me wasn't enough to get the word out - I wanted to do something SPECIAL for her.
288178,"Throne of Glass (Throne of Glass, #1)",0,I reeeaalllly wanted to like this book sooo much!
213762,Tiger Lily,0,She's courageous and when she meets Peter she doesn't automatically fall in love with him.
202944,"Bang (Visions, #2)",0,"They're either trying to dissect visions, or trying to stay out of sight of both of their families."
191892,Of Beast and Beauty,0,"I almost wish it were a series, just so I could read more about them!"
71305,"Going Rogue (Also Known As, #2)",0,"What I like about this series is that it's realistic in its characters, but the circumstances are fantastical."
86006,"The Reader (Sea of Ink and Gold, #1)",0,"Anyway, the real strength of the story here is the intertwining of the stories."
120104,On the Fence,0,I didn't think I was going to love this book as much as I did!
220121,I Am Princess X,0,It flows.
57352,"Stolen Songbird (The Malediction Trilogy, #1)",0,": I would like to have the book two please, like now...^ ^"
50192,"Graceling (Graceling Realm, #1)",0,"That's what I got from the ""official"" summary, and that does this wonderful book no justice."
94067,"Magyk (Septimus Heap, #1)",0,"I enjoyed the characters, and I thought that Ms."
257812,Stepbrother Untouchable,0,I can't figure out how this is taboo?
42662,"The Giver (The Giver, #1)",0,@marleyreads review [?]
80217,"In the Woods (Dublin Murder Squad, #1)",1,From Rob and Cassie's interview with old Mrs.
199661,"Simply Irresistible (Lucky Harbor, #1)",0,Jax's superpower is reading Maggie's mind:She should have chosen sex.
169598,A Different Blue,0,"The H, definitely swoon worthy."
172472,Smart Girls Get What They Want,0,I.Love.It.
164360,My Not So Perfect Life,0,Kinsella is one of my favorite authors.
172860,"Phenomenal X (Hard Knocks, #1)",0,"I mean, I thought I would like it, but it just didn't do it for me."
175358,Doctor Sleep,1,"It/they/she  can creep you out, scare you, give you nightmares and still feel real."
238881,Pick Up the Pieces (The Light in Your Eye #1),0,"I am becoming a real fan of Tinnean books and her writing style, and i can't for book 2 in this series!"
76684,"The Vault of Dreamers (The Vault of Dreamers, #1)",0,"This book was really good but at the same time, really weird."
116666,"Sebring (Unfinished Hero, #5)",0,"""I smiled at him."
39896,Bastard,0,I really liked Indie and Carters relationship even when he was being a dick to her.
41369,The Spectacular Now,0,Aimee is a good cause for Sutter to be involved in.
92549,"The Year We Fell Down (The Ivy Years, #1)",0,Adam Hartley was injured and missing the season.
82008,"Between the Lines (Between the Lines, #1)",0,"Like I said before, the idea for this story is amazing and I loved it."
159422,Horus Rising,1,-Malcador: the Emperor's assistant
56152,Every Other Day,0,It helps that the paranormal isn't new or underground.
201569,"The High Lord (Black Magician Trilogy, #3)",0,I first read the Black Magician Trilogy around four years ago and I loved it.
163247,"Princess of the Midnight Ball (The Princesses of Westfalin Trilogy, #1)",0,"I think this would also be a pretty good starter book for those who think they want to get into reading fairy tale adaptations, but aren't sure if they'll like it."
270491,"Seducing Cinderella (Fighting for Love, #1)",0,"And it has nothing to do with Vanessa in the next room, because believe me, if I wanted to I'd take you up against that wall and not give a damn if she watched while eating popcorn like it was one of your movie dates."""
267934,The Darkest Craving (Lords of The Underworld #10),0,It was enjoyable in a very fast paced actiony kind of way.
136662,Enthralled: Paranormal Diversions,0,I'm amazed by how much feeling there was in this short story.
126110,Exit West,0,"Hamid's prose is so simple but so savory, and carries such finesse that practically nothing escapes contributing to his viewpoint."
104048,"Existence (Existence Trilogy, #1)",0,I would love to see those 200 pages in the form of Mysterious Guys' POV or even more of Pagan - just to flush out a whole story.
22090,"Rogue (Talon, #2)",0,"The romantic plot line was a little disappointing to me, but as I've mentioned before, I'm not a fan of love triangles."
95022,"The Hunger Games (The Hunger Games, #1)",0,I don't know how I feel about Katniss.
93529,"Twisted Perfection (Rosemary Beach, #5; Perfection, #1)",0,"I really liked his character, he was ambitious but tried to not bend to his father's will and control."
154845,"Ship of Destiny (Liveship Traders, #3)",0,I never warmed to Malta.
210569,"Career of Evil (Cormoran Strike, #3)",0,I have no idea when her fourth Cormoran Strike book is set to be released but I'll most definitely be on the lookout.
248557,"Fifty Shades Darker (Fifty Shades, #2)",0,"I definitely didn't think I would be writing this, and I never saw myself liking the characters due to what I've heard about this series."
43239,"The Annihilation of Foreverland (Foreverland, #1)",0,Yeah he grinning and being all extra nice; but you don't know who you are.
57906,"The Bat (Harry Hole, #1)",1,"1) After having sex with a potential witness (wow, man."
64043,"Terrier (Beka Cooper, #1)",0,"Yes indeed, a medieval policewoman."
57712,In the Shadow of Blackbirds,0,"""You've clearly never been a sixteen-year-old girl in the fall of 1918."""
583,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0,I don't need to know who all attended Dumbledore's funeral and that the merpeople sang for him and on and on.
165626,"Dearly Devoted Dexter (Dexter, #2)",0,"All the characters besides Dexter are cardboard-thin, which may be in part due to the limits of the books' first person POV, but is especially frustrating if you've watched the show and are used to the rounder versions."
193967,"Six of Crows (Six of Crows, #1)",0,This is truly an epic fantasy tale of six amazing characters.
296855,Dark Places,1,":P) And I like the lack of conclusiveness about Libby, who might have become a (very) slightly better person... or not."
90090,"Air Awakens (Air Awakens, #1)",0,When she is called upon to help research a cure for a curse put on a prince it is discovered that she possesses magic.
277441,"Something Wicked This Way Comes (Green Town, #2)",0,"It took me a while to get into the rhythm of the storytelling, but I ended up being really drawn in."
167807,"Half-Blood (Covenant, #1)",0,"They're both caring, and really sweet."
127671,"The Dream Thieves (The Raven Cycle, #2)",0,She wore a dress Ronan thought looked like a lampshade.
267982,Carry On,0,It's hard to get into Carry On at first.
3814,"Eternal Kiss of Darkness (Night Huntress World, #2)",0,"Kira and Mencheres made a nice couple, I thought they complemented each other well."
75805,"Destined for an Early Grave (Night Huntress, #4)",0,Over all it was a great exciting action/drama packed read and I will be looking forward to reading all her books now!
47758,"Left Drowning (Left Drowning, #1)",0,Left Drowning provoked a good and strong sense of emotional surge in me.
136064,"The Silent Waters (Elements, #3)",0,"Btw, this is my first read by this author (puhleeease, don't shoot me!)"
267416,"The Soulkeepers (The Soulkeepers, #1)",0,He was in a bad car accident that left him in the hospital and his mother missing.
188240,The Time Machine,0,I did not find the text riveting but I had no trouble staying with the story.
160296,"A Scandal in Bohemia (The Adventures of Sherlock Holmes, #1)",0,"For Doyle's first story about Sherlock Holmes, the ace detective is hired by a king."
80586,The Truth About You and Me,0,"Madelyn tries to make those things disappear, because she doesn't think they matter."
10861,Traveler (Traveler #1),0,I definitely did not see the villains coming!
24580,"Vicious (Villains, #1)",0,"-no matter how complex the characters were, they didn't quite click with me."
101004,"The Silkworm (Cormoran Strike, #2)",0,"More importantly, the reason behind them being there in the first place was made pretty clear (won't explain-sorry, spoilers)."
286588,"My Favorite Mistake (My Favorite Mistake, #1)",0,But what's the problem here?
246911,American Psycho,0,"I have a lot I want to say yet I'm feeling deflated, in a way."
94346,Hushed,0,"Archer is a troubled, complex, flawed young man."
184613,Perfect You,0,All teenage girls should read this one!
142958,The Vanishing Season,0,"She loves her parents, and she never wants to hurt them."
129385,"What a Boy Wants (What a Boy Wants, #1)",0,"And he can't stand to be away from her, or have other guys talk to her (or about her)."
80877,"Crooked Kingdom (Six of Crows, #2)",0,"Well, maybe because I spent all the last fourth of the book crying, sobbing, insulting everything and everyone and crying again."
211182,What Happens Next,0,"And this made me so angry, not at Sid, who was just trying to get by, but at our society who makes rape victims feel like they did something wrong and often blames the women for getting herself into that situation."
88842,The Statistical Probability of Love at First Sight,0,"It begins somewhat a little whiny, but then it turns into a beautiful story about fate, family, and second chances."
281771,"Eclipse (Twilight, #3)",0,Wasn't that proven in the previous book when Jasper wanted to kill her because Bella got a paper cut?
89203,"Water (Akasha, #1)",0,She was drugged and tied to a chair and injected with stuff!
19319,"The Allure of Julian Lefray (The Allure, #1)",0,Onto Dean Harper.
74806,"No Place Like Oz (Dorothy Must Die, #0.1)",0,It's almost impossible to not compare No Place Like Oz to Dorothy Must Die.
152077,The Outsiders,0,"Characters are greasers, hoods, and soc's."
252750,Sex Love Repeat,0,"Even though there is a love triangle, there is no cheating - all parties are aware of the nature of their relationship."
199641,"The Golden Compass (His Dark Materials, #1)",0,"Isn't it wonderful when you go into reading a series without thinking much about them and you walk out utterly in love, moved and changed?"
168923,My American Duchess,0,Was she truly as fickle as the gossips back home believed?
273866,"Eternal (Shadow Falls: After Dark, #2)",0,"If you have time, I also think reading the whole Shadow Falls series (this is an off-shoot series) would really enrich the world Della is living in."
2027,My Favorite Thing Is Monsters,0,"Much of it consists of Karen's reflections and imagining, along with her conversations with friends, neighbors, and family."
283342,"Wizard's First Rule (Sword of Truth, #1)",0,"The plot is fast paced and engaging, and the characters are well developed."
102918,"Preservation (Preservation, #1)",0,Right from the lives Kate and Ryan have lived to the point they meet and thereafter comprises of moments that breathe and live these points .
23278,Strong Enough,0,Highly recommended.
104703,Avery (The Chronicles of Kaya #1),0,"The people of Kyan die in pairs, and his passing should condemn Ava to death, but instead she is the first of her kind to survive."
1686,What We Left Behind,1,"Speaking of, Tony is kiiiiiinda a misogynist."
237145,Team Human,0,I'd rather die.
268821,"Bloodlines (Bloodlines, #1)",0,"I did guess one of the twists, but the other one was a total shock to me!"
262604,"Murder on the Orient Express (Hercule Poirot, #10)",0,There were many interviews and an elucidation at the end.
271064,"And I Darken (The Conqueror's Saga, #1)",0,"Mahmed becomes their friend and peer, as they have to study with him and hang out with him."
261336,One Plus One,0,"I enjoyed how each of the four main characters tell the story from their perspective, so we get to view the story from their eyes."
68210,Gone Girl,0,I loved the concept of the book it really pulled me in but I really didn't get what I expected.
7356,"Filthy Rich (Blackstone Dynasty, #1)",0,"Raine Miller writes an Alpha male like nobody's business and you can add Caleb Balckstone to the short list of handsome, passionate heroes."
296394,The Nix,0,"About the same time as this leads to events that blow up in his face, he finds out his long estranged mother has been arrested for attacking a major political figure."
295849,"Barbarian's Redemption (Ice Planet Barbarians, #12)",0,After everyone of this series I swear that that one is my favorite!
91977,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",0,"Well, the images were kinda weird if you didn't actually read the book."
284382,"The Red Queen (The Obernewtyn Chronicles, #7)",0,I also feel like there wasn't enough Matthew in this book.
173043,Gorgeous,0,"There were some parts I found ridiculous and felt the story could have done without: the cursing, and some characters were insane."
12505,The Gauntlet,0,And then....
9396,"Unhinged (Splintered, #2)",0,I just can't put myself through this anymore.
137845,"Addicted After All (Addicted, #3)",0,Find the original review  here  at This is the Story of My(Reading) Life
71004,"Fish & Chips (Cut & Run, #3)",0,"""You have to believe me."
218137,"A Darker Shade of Magic (Shades of Magic, #1)",0,This book was incredible enough without the need to add in romance between the main characters to draw more of an audience.
199538,"Adrian's Lost Chapter (Bloodlines, #0.5)",0,http://www.scribd.com/doc/61386961/Bl...
242963,"Just for Now (Sea Breeze, #4)",0,Haha.
160482,Embassytown,0,I settled on four.
84539,"On Demon Wings (Experiment in Terror, #5)",0,Huh!
147773,"Wait for You (Wait for You, #1)",1,"You daughter was raped and instead of hiring a lawyer with the epic amount of money you have and suing the pants off the man responsible, you accept a bribe from his family and force said daughter to sign a nondisclosure agreement?"
288835,"Falling Into Bed with a Duke (The Hellions of Havisham, #1)",0,Going in I knew there was going to be some secrecy involved but I didn't expect it to last as long as it did.
217062,"Make It Last (Friends & Lovers, #1)",0,I enjoyed seeing the couples a bit later in their lives.
111756,Blown Away,0,"I have to admit I was expecting a little more depth and emotion in relation to the reasonings that Drew and Aiden are initially connected, and the grief that both of them are inevitably working through, but it was all kept on the down-low for the most part."
294667,Thirteen Reasons Why,0,Not because I can relate to the topic matter.
203243,The Curious Charms of Arthur Pepper,0,"I found myself cheering for him on the sidelines (""You go, Arthur!"""
276122,"Coast (Kick Push, #2)",0,"filled our ears with laughter,"
280619,"Mercury Striking (Scorpius Syndrome, #1)",0,"Raze, is a big strong silent type."
155607,"Secrets (PsyCop, #4)",0,In the background of this all is a big factor that has been festering since the start; Vic's time at Camp Hell.
130575,The Vegetarian,0,This is a game that she cannot win.
15521,"Warriors of the Storm (The Saxon Stories, #9)",0,"However, we're talking about an author who's learned his lesson about rushing a good thing along just to get to the end."
